param,name,side
p_75671_1_,watched,-1
p_78480_1_,tickDelta,-1
p_i45285_3_,profile,-1
p_152834_3_,bytesPerPixel,-1
p_70440_1_,slot,-1
p_i46334_2_,startDate,-1
p_i45010_6_,slotHeight,-1
p_72801_2_,y,-1
p_i46346_1_,mapAssets,-1
p_151509_1_,buffer,-1
p_152834_2_,fps,-1
p_151510_0_,buffer,-1
p_i46334_3_,banner,-1
p_i45010_5_,bottom,-1
p_72801_1_,x,-1
p_110518_1_,textureManager,-1
p_110121_0_,str,-1
p_152834_1_,maxKbps,-1
p_i46358_1_,model,-1
p_110133_1_,inventoryTitle,-1
p_i45010_4_,top,-1
p_i46334_4_,endDate,-1
p_146531_1_,x,-1
p_i46334_5_,banReason,-1
p_i45010_3_,height,-1
p_146531_2_,y,-1
p_70918_1_,beg,-1
p_72801_3_,z,-1
p_i1713_1_,world,-1
p_i1164_1_,scale,-1
p_i45192_1_,entity,-1
p_i1942_2_,sell,-1
p_i1713_2_,x,-1
p_i1176_1_,serverWorld,-1
p_147891_2_,cameraEntity,-1
p_145952_0_,stack,-1
p_96094_1_,name,-1
p_i1164_3_,width,-1
p_i45155_4_,allowedInChat,-1
p_i1725_1_,world,-1
p_147891_1_,renderPass,-1
p_i45167_1_,xpOrb,-1
p_i1713_4_,y,-1
p_i45155_3_,canonicalName,-1
p_145903_1_,rotation,-1
p_152808_2_,value,-1
p_78466_1_,partialTicks,-1
p_145964_1_,potItem,-1
p_i1585_6_,z,-1
p_i1701_1_,world,-1
p_145976_1_,name,-1
p_143034_1_,structureName,-1
p_i1356_1_,report,-1
p_152808_1_,key,-1
p_i1152_1_,saveFile,-1
p_i1585_8_,expValue,-1
p_145964_2_,potData,-1
p_i45307_3_,formatter,-1
p_148108_0_,funcName,-1
p_72702_2_,x,-1
p_135028_1_,resourcesList,-1
p_74935_2_,structurebb,-1
p_i45131_1_,data,-1
p_72714_1_,partialTickTime,-1
p_72702_1_,recordName,-1
p_74935_3_,yOffset,-1
p_78863_0_,address,-1
p_i45332_1_,block,-1
p_i1917_1_,width,-1
p_72726_1_,particleName,-1
p_i1917_2_,height,-1
p_145759_1_,nbt,-1
p_72726_2_,x,-1
p_74935_1_,world,-1
p_82568_1_,player,-1
p_78851_1_,index,-1
p_77828_0_,nbt,-1
p_75139_1_,slotId,-1
p_82581_2_,expectedType,-1
p_146504_1_,soundCategory,-1
p_i1917_4_,output,-1
p_i1930_1_,enchantmentObj,-1
p_82581_3_,ex,-1
p_147805_4_,z,-1
p_i45307_1_,statId,-1
p_i1942_1_,buy1,-1
p_72702_4_,z,-1
p_i1930_2_,enchLevel,-1
p_147805_3_,y,-1
p_i45307_2_,statName,-1
p_72702_3_,y,-1
p_147686_1_,categories,-1
p_82581_1_,key,-1
p_74526_0_,range,-1
p_147805_2_,x,-1
p_78442_1_,partialTicks,-1
p_147485_1_,event,-1
p_76308_10_,zSize,-1
p_150896_1_,stack,-1
p_75777_1_,taskEntry1,-1
p_i1524_1_,world,-1
p_110219_1_,rearing,-1
p_78274_6_,dropShadow,-1
p_76552_2_,chunkZ,-1
p_76308_11_,xScale,-1
p_72726_8_,velocityX,-1
p_154354_0_,number,-1
p_110207_1_,chested,-1
p_150002_1_,meta,-1
p_75777_2_,taskEntry2,-1
p_78274_5_,color,-1
p_76552_1_,chunkX,-1
